"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"258","0 Muthithi Rd","62","Lucky Twin Plaza Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1785,1199,2656
"258","0 Muthithi Rd","63","Murishu Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2281,1398,3720
"258","0 Muthithi Rd","64","Nziu Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1657,983,2791
"258","0 Muthithi Rd","65","TRM Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1105,685,1781
"258","0 Muthithi Rd","66","Muramati Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1379,897,2119
"258","0 Muthithi Rd","67","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1692,1056,2710
"258","0 Muthithi Rd","68","Millenium Krishna","1/10/2017 - 1/12/2017, Every day, Daily Average",1004,592,1700
"258","0 Muthithi Rd","69","Southern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",1207,590,2468
"258","0 Muthithi Rd","70","Mbagathi Way","1/10/2017 - 1/12/2017, Every day, Daily Average",1415,729,2745
"258","0 Muthithi Rd","71","Southern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",1918,1314,2797
"258","0 Muthithi Rd","72","Biashara St","1/10/2017 - 1/12/2017, Every day, Daily Average",1733,1156,2597
"258","0 Muthithi Rd","73","Beijing Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2232,1397,3565
"258","0 Muthithi Rd","77","Argwings Kodhek Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1173,683,2011
"258","0 Muthithi Rd","78","ARGWINGS KODHEK APPARTMENTS","1/10/2017 - 1/12/2017, Every day, Daily Average",1145,711,1841
"258","0 Muthithi Rd","79","Eastern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",2408,1420,4080
"258","0 Muthithi Rd","80","Kihingo","1/10/2017 - 1/12/2017, Every day, Daily Average",1967,1395,2772
"258","0 Muthithi Rd","81","Kangundo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2332,1548,3512
"258","0 Muthithi Rd","82","Langata Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1851,1068,3207
"258","0 Muthithi Rd","83","A 104","1/10/2017 - 1/12/2017, Every day, Daily Average",1428,953,2137
"258","0 Muthithi Rd","86","Ngong Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2119,1353,3318
"258","0 Muthithi Rd","87","Church Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1942,1295,2911
"258","0 Muthithi Rd","88","Mombasa Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2066,1187,3593
"258","0 Muthithi Rd","90","0 General Mathenge Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",655,359,1194
"258","0 Muthithi Rd","91","Irungu Riika Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",409,169,988
"258","0 Muthithi Rd","93","Mukinduri Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",2948,1793,4845
"258","0 Muthithi Rd","94","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2185,1289,3701
"258","0 Muthithi Rd","95","Adminstration Block","1/10/2017 - 1/12/2017, Every day, Daily Average",1292,647,2578
"258","0 Muthithi Rd","96","Grevillea Ln","1/10/2017 - 1/12/2017, Every day, Daily Average",1505,800,2831
"258","0 Muthithi Rd","97","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",2849,2318,3501
"258","0 Muthithi Rd","98","Tembo Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2600,1719,3931
"258","0 Muthithi Rd","102","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1239,808,1899
"258","0 Muthithi Rd","103","Syokimau - Katani Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2202,1322,3665
"258","0 Muthithi Rd","105","Kamiti Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2172,1642,2871
"258","0 Muthithi Rd","106","Rhino Park Close","1/10/2017 - 1/12/2017, Every day, Daily Average",2839,2026,3976
"258","0 Muthithi Rd","107","Kabarnet Gardens","1/10/2017 - 1/12/2017, Every day, Daily Average",1405,795,2483
