"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"271","Kisii University College, monrovia ambank, Nairobi","64","Nziu Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1507,833,2723
"271","Kisii University College, monrovia ambank, Nairobi","65","TRM Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",1250,766,2038
"271","Kisii University College, monrovia ambank, Nairobi","66","Muramati Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1533,1011,2322
"271","Kisii University College, monrovia ambank, Nairobi","67","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1848,1184,2882
"271","Kisii University College, monrovia ambank, Nairobi","68","Millenium Krishna","1/10/2017 - 1/12/2017, Every day, Daily Average",870,524,1443
"271","Kisii University College, monrovia ambank, Nairobi","69","Southern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",763,389,1496
"271","Kisii University College, monrovia ambank, Nairobi","70","Mbagathi Way","1/10/2017 - 1/12/2017, Every day, Daily Average",901,468,1733
"271","Kisii University College, monrovia ambank, Nairobi","71","Southern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",2123,1383,3258
"271","Kisii University College, monrovia ambank, Nairobi","72","Biashara St","1/10/2017 - 1/12/2017, Every day, Daily Average",1865,1289,2697
"271","Kisii University College, monrovia ambank, Nairobi","73","Beijing Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1807,1139,2866
"271","Kisii University College, monrovia ambank, Nairobi","76","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2804,1833,4287
"271","Kisii University College, monrovia ambank, Nairobi","77","Argwings Kodhek Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",737,424,1279
"271","Kisii University College, monrovia ambank, Nairobi","78","ARGWINGS KODHEK APPARTMENTS","1/10/2017 - 1/12/2017, Every day, Daily Average",1065,660,1716
